route_id,route,location,url,avg_stars,rating,rating_simple,rating_int,pitches,length,x,y,region_1,region_2,region_3,region_4,x_diff,y_diff,description,protection,text,feature_tags,good_tags,other_tags,bad_tags,skill,bad_ind,good_ind,fun_ind,pretty_ind,boulder_ind,rope_ind,tr_ind,trad_ind,sport_ind
120695602,Rawdawgin on the UFO,Northern WV > Coopers Rock State Forest > In-Between Area > The Pit,https://www.mountainproject.com/route/120695602/rawdawgin-on-the-ufo,2,V2 PG13,v2,2,1,NA,-79.80941,39.63499,Northern WV,Coopers Rock State Forest,In-Between Area,NA,0,0,"Stand start the exceptionally mossy slab with shelf jug footholds. Climb straight up and over the subtle sweeping arete to the lower angled slab with smooth features. Either use the nicely cleaned slopers and a high pocket to reach the lip and topout, or clean your own holds and smears.","Probably two pads, maybe three.","rawdawgin on the ufo: stand start the exceptionally mossy slab with shelf jug footholds. climb straight up and over the subtle sweeping arete to the lower angled slab with smooth features. either use the nicely cleaned slopers and a high pocket to reach the lip and topout, or clean your own holds and smears.","arete, jug, pocket, slab, sloper",nice,smear,-,-,0,1,0,0,1,0,0,0,0
124093059,Big Business,Northern WV > Coopers Rock State Forest > Lower Rock City > Big Pine Area > Big Business Boulder,https://www.mountainproject.com/route/124093059/big-business,3.6,V4,v4,4,1,NA,-79.82899,39.64198,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,0,0,Sit start on a mondo jug. Do some powerful moves through laser cut sloper crimps and a beautiful pinch. Huck to the lip and topout.,A pad will work.,big business: sit start on a mondo jug. do some powerful moves through laser cut sloper crimps and a beautiful pinch. huck to the lip and topout.,"crimp, jug, sloper",beautiful,-,-,powerful,0,1,0,1,1,0,0,0,0
126152798,Lil Business,Northern WV > Coopers Rock State Forest > Lower Rock City > Big Pine Area > Big Business Boulder,https://www.mountainproject.com/route/126152798/lil-business,2,V5,v5,5,1,NA,-79.82899,39.64198,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,0,0,Sit start the same as Big business and move right out the rail to a good hold at the end. Make a huge move to a crimp at the lip or work your way through a gaston to reach the lip and top out.,2 pads,lil business: sit start the same as big business and move right out the rail to a good hold at the end. make a huge move to a crimp at the lip or work your way through a gaston to reach the lip and top out.,crimp,good,-,-,-,0,1,0,0,1,0,0,0,0
124093012,Loop d'Loop,Northern WV > Coopers Rock State Forest > Lower Rock City > Big Pine Area > Cliff Top Boulder,https://www.mountainproject.com/route/124093012/loop-dloop,2,V4,v4,4,1,NA,-79.82929,39.64201,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,-2.999999999957481e-4,3.0000000002416982e-5,"Sit start the same as Ride Don't Slide, but traverse the sand flake left, then find jugs, slopers and crimps to traverse the lip right and topout up to the pedestal on top of the boulder in front of the tree (also used on Ride Don't Slide).",Two pads would be ideal. Can be done with one.,"loop d'loop: sit start the same as ride don't slide, but traverse the sand flake left, then find jugs, slopers and crimps to traverse the lip right and topout up to the pedestal on top of the boulder in front of the tree (also used on ride don't slide).","crimp, flake, jug, sloper, traverse",-,-,-,-,0,0,0,0,1,0,0,0,0
124101122,The Snake Story,Northern WV > Coopers Rock State Forest > Lower Rock City > Big Pine Area > Overhanging Dihedral Boulder,https://www.mountainproject.com/route/124101122/the-snake-story,3.5,V4,v4,4,1,14,-79.829,39.64194,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,2.9000000000678483e-4,-7.000000000090267e-5,Stand start at lowest point of dihedral and climb up the high seam on crimps but decent feet to where seam ends and top out,Pads,the snake story: stand start at lowest point of dihedral and climb up the high seam on crimps but decent feet to where seam ends and top out,"crimp, dihedral",-,-,-,-,0,0,0,0,1,0,0,0,0
124053942,To Those That Wander,Northern WV > Coopers Rock State Forest > Lower Rock City > Big Pine Area > Roam Boulder,https://www.mountainproject.com/route/124053942/to-those-that-wander,4,V4,v4,4,1,NA,-79.82903,39.64195,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,-3.000000000952241e-5,1.0000000003174137e-5,"Stand start on flat edges and flow up more flat perfect crimps until the holds run out at the top. Find the useable hold, hit the lip, then topout.","Two pads, kinda tall.","to those that wander: stand start on flat edges and flow up more flat perfect crimps until the holds run out at the top. find the useable hold, hit the lip, then topout.",crimp,-,-,run out,-,1,0,0,0,1,0,0,0,0
124173392,Finger Stinger,Northern WV > Coopers Rock State Forest > Lower Rock City > Entrance Boulder Area > Bee Sting Boulder,https://www.mountainproject.com/route/124173392/finger-stinger,3.5,V4,v4,4,1,10,-79.82663,39.64142,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,0.0024000000000086175,-5.300000000048044e-4,Same start as previous but move right to blocky edge and then to side pull crimps get feet high and move to jug at top,Pads,finger stinger: same start as previous but move right to blocky edge and then to side pull crimps get feet high and move to jug at top,"crimp, jug",-,-,-,-,0,0,0,0,1,0,0,0,0
124265595,Slopercide,Northern WV > Coopers Rock State Forest > Lower Rock City > Entrance Boulder Area > Slopercide Boulders,https://www.mountainproject.com/route/124265595/slopercide,4,V4,v4,4,1,9,-79.82619,39.64141,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,4.3999999999755346e-4,-9.999999996068709e-6,Sit start LH on crimp on edge and RH in pocket below edge and slap across the sloper rail right to arete and top out,Pads,slopercide: sit start lh on crimp on edge and rh in pocket below edge and slap across the sloper rail right to arete and top out,"arete, crimp, pocket, sloper",-,-,-,-,0,0,0,0,1,0,0,0,0
124054779,Air Compressor,Northern WV > Coopers Rock State Forest > Lower Rock City > Entrance Boulder Area > The Garage Area > Garage Boulder,https://www.mountainproject.com/route/124054779/air-compressor,2,V0,v0,0,1,9,-79.8254,39.64124,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,7.899999999949614e-4,-1.699999999971169e-4,Sit low on jugs to pocket to sloper top,Pads,air compressor: sit low on jugs to pocket to sloper top,"jug, pocket, sloper",-,-,-,-,0,0,0,0,1,0,0,0,0
124011738,Stones,Northern WV > Coopers Rock State Forest > Lower Rock City > Jekyll and Hyde Area > Jekyll and Hyde Block,https://www.mountainproject.com/route/124011738/stones,2.8,V5-,v5,5,1,14,-79.82689,39.64116,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,-0.0014900000000039881,-8.000000000407681e-5,Start low back of cave and follow edges to arete and climb up to jug and drop off,Pads,stones: start low back of cave and follow edges to arete and climb up to jug and drop off,"arete, jug",-,-,-,-,0,0,0,0,1,0,0,0,0
116177684,Way of the Woodpecker,Northern WV > Coopers Rock State Forest > Lower Rock City > Jekyll and Hyde Area > Jekyll and Hyde Block,https://www.mountainproject.com/route/116177684/way-of-the-woodpecker,2.3,5.7+,5.7,7,1,40,-79.82689,39.64116,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,0,0,"Start on a thin crack with ample face holds just left of the large boulder. Next, climb through a few horizontal cracks to get to a wide, left facing flake that takes you to the top. This route is characterized by a peculiar triangular hold near the bottom of the route.",Standard rack with an optional larger piece for the top.,"way of the woodpecker: start on a thin crack with ample face holds just left of the large boulder. next, climb through a few horizontal cracks to get to a wide, left facing flake that takes you to the top. this route is characterized by a peculiar triangular hold near the bottom of the route.","crack, face, flake",-,thin,-,-,0,0,0,0,0,1,0,1,0
124968517,Mutated Arete,Northern WV > Coopers Rock State Forest > Lower Rock City > Jekyll and Hyde Area > Mutilated Slab,https://www.mountainproject.com/route/124968517/mutated-arete,4,V4,v4,4,1,NA,-79.82755,39.64174,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,-6.599999999963302e-4,5.799999999993588e-4,"Stand start on the left side of the arete. Climb up the arete using crimps on the left face, reach the lip and topout.","Two pads, kinda tall with a flat landing.","mutated arete: stand start on the left side of the arete. climb up the arete using crimps on the left face, reach the lip and topout.","arete, crimp, face",-,-,-,-,0,0,0,0,1,0,0,0,0
124968523,Mutilated Lips,Northern WV > Coopers Rock State Forest > Lower Rock City > Jekyll and Hyde Area > Mutilated Slab,https://www.mountainproject.com/route/124968523/mutilated-lips,2,V4-5,v5,5,1,NA,-79.82755,39.64174,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,0,0,"Stand start on the platform to the left of the main face using crimps and a single right footjug. Crimp up and left to the lip and topout. A fun sequence, but only three moves or so.",A pad.,"mutilated lips: stand start on the platform to the left of the main face using crimps and a single right footjug. crimp up and left to the lip and topout. a fun sequence, but only three moves or so.","crimp, face, jug",fun,-,-,-,0,1,1,0,1,0,0,0,0
121552484,Cumulonimbus,Northern WV > Coopers Rock State Forest > Lower Rock City > Jekyll and Hyde Area > Popcorn Boulder,https://www.mountainproject.com/route/121552484/cumulonimbus,4,V6-7,v7,7,1,30,-79.82783,39.64166,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,-2.800000000036107e-4,-7.999999999697138e-5,"Stand start with a left hand on an incut crimp, and a right hand sloping sidepull. Power up to a comfy incut edge, and navigate a strange topout using some funky meat hooks or a thrutch to a hand jam. Topout on a tall, easy slab and walk off. A baby version of the infamous Bubblewrap Wall in Snake Hill.",-,"cumulonimbus: stand start with a left hand on an incut crimp, and a right hand sloping sidepull. power up to a comfy incut edge, and navigate a strange topout using some funky meat hooks or a thrutch to a hand jam. topout on a tall, easy slab and walk off. a baby version of the infamous bubblewrap wall in snake hill.","crimp, slab","easy, fun",-,-,jam,0,1,1,0,1,0,0,0,0
121552527,Cumulonimbus Sit (Project),Northern WV > Coopers Rock State Forest > Lower Rock City > Jekyll and Hyde Area > Popcorn Boulder,https://www.mountainproject.com/route/121552527/cumulonimbus-sit-project,3,V12,v12,12,1,30,-79.82783,39.64166,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,0,0,"Obvious sit start to Cumulonimbus. The left hand crimp broke, and now left a pretty decent incut sidepull crimp for all four fingers. However, it is more of a sidepull than it used to be, and makes the crux move far more difficult. Estimated to be in the V12 range.",-,"cumulonimbus sit (project): obvious sit start to cumulonimbus. the left hand crimp broke, and now left a pretty decent incut sidepull crimp for all four fingers. however, it is more of a sidepull than it used to be, and makes the crux move far more difficult. estimated to be in the v12 range.","crimp, crux",-,difficult,-,-,0,0,0,0,1,0,0,0,0
121567494,Popcorn,Northern WV > Coopers Rock State Forest > Lower Rock City > Jekyll and Hyde Area > Popcorn Boulder,https://www.mountainproject.com/route/121567494/popcorn,3,V6-7,v7,7,1,NA,-79.82783,39.64166,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,0,0,Sit start on LH deep pocket sidepull and RH shallow one or two finger pocket move up through sidepull slopers to deep pockets below the tall “evil slab” traverse left as “Turn for the Worst” and top out same as “Cumulonimbus”,Pads,popcorn: sit start on lh deep pocket sidepull and rh shallow one or two finger pocket move up through sidepull slopers to deep pockets below the tall “evil slab” traverse left as “turn for the worst” and top out same as “cumulonimbus”,"pocket, slab, sloper, traverse",-,-,-,-,0,0,0,0,1,0,0,0,0
121553418,Turn for the Worst,Northern WV > Coopers Rock State Forest > Lower Rock City > Jekyll and Hyde Area > Popcorn Boulder,https://www.mountainproject.com/route/121553418/turn-for-the-worst,2,V7,v7,7,1,NA,-79.82783,39.64166,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,0,0,"Begin with a right hand mono pocket and left hand crimp. Power up to some sidepulls and pop to a juggy hold. From there, the rock above gets to be lower in quality, and tops out on a tall, evil slab. Instead, take a hard left and traverse over to the topout of Cumulonimbus.",-,"turn for the worst: begin with a right hand mono pocket and left hand crimp. power up to some sidepulls and pop to a juggy hold. from there, the rock above gets to be lower in quality, and tops out on a tall, evil slab. instead, take a hard left and traverse over to the topout of cumulonimbus.","crimp, jug, pocket, slab, traverse",-,-,-,-,0,0,0,0,1,0,0,0,0
121552702,Rock City Arete,Northern WV > Coopers Rock State Forest > Lower Rock City > Jekyll and Hyde Area > Rock City Arete Boulder,https://www.mountainproject.com/route/121552702/rock-city-arete,4,V2,v2,2,1,12,-79.82788,39.64178,Northern WV,Coopers Rock State Forest,Lower Rock City,NA,-4.999999998744897e-5,1.1999999999545707e-4,"A gorgeous 5 star arete to the right of Weathered Morality. This surely has been done before, but I am unsure of the name. Either way, it is a classic for the grade!",-,"rock city arete: a gorgeous 5 star arete to the right of weathered morality. this surely has been done before, but i am unsure of the name. either way, it is a classic for the grade!",arete,classic,-,-,-,0,1,0,0,1,0,0,0,0
