route_id,field,value,info
121552702,Location,Obvious arete to the right of Weathered Morality.,Location`Obvious arete to the right of Weathered Morality.
119779546,Description,Short Campus problem. Start matched on some slopers and get the lip. Some side pulls and crimps on the top to make the top out. Might have to fold a pad to get in the start holds.,Description`Short Campus problem. Start matched on some slopers and get the lip. Some side pulls and crimps on the top to make the top out. Might have to fold a pad to get in the start holds.
119779546,Location,Left side of the middle of Micro Bus on the trail side.,Location`Left side of the middle of Micro Bus on the trail side.
119779546,Protection,Pads,Protection`Pads
120434776,Description,Ascend some cool pinches on the arete left of the Death Crimp Project. Really nice climbing on some cool holds.  The line has a single cold shut at the top.,Description`Ascend some cool pinches on the arete left of the Death Crimp Project. Really nice climbing on some cool holds.  The line has a single cold shut at the top.
120434776,Location,The arete left of the Death Crimp Project,Location`The arete left of the Death Crimp Project
120434776,Protection,three pads,Protection`three pads
120455457,Description,Stand start the slab in the right side of the dihedral. Use the crack to pull onto the overhanging section and use a good right foothold to move up and pull onto the slab to the right. At this point you are on a 15 foot friction slab over a bad landing. Keep calm and smear to the lip of the boulder to topout. Those with zero head game can chicken out and transition left to the mellow slab to retreat. Topping out to the left is similar to pink pointing a trad route.,Description`Stand start the slab in the right side of the dihedral. Use the crack to pull onto the overhanging section and use a good right foothold to move up and pull onto the slab to the right. At this point you are on a 15 foot friction slab over a bad landing. Keep calm and smear to the lip of the boulder to topout. Those with zero head game can chicken out and transition left to the mellow slab to retreat. Topping out to the left is similar to pink pointing a trad route.
120455457,Location,This line follows the right inside part of the beautiful and unique dihedral boulder. Yellow on the topo.,Location`This line follows the right inside part of the beautiful and unique dihedral boulder. Yellow on the topo.
120455457,Protection,Enough pads to make you mentally confident enough to commit. So... 2?,Protection`Enough pads to make you mentally confident enough to commit. So... 2?
118854229,Description,Classic arete on the infamous Alligator Rock. Start sitting in the pit and ride the slopers and features to the top.,Description`Classic arete on the infamous Alligator Rock. Start sitting in the pit and ride the slopers and features to the top.
118854229,Location,Halfway up Alligator Rock Trail,Location`Halfway up Alligator Rock Trail
122532512,Description,Sit start on pockets and edges and climb up to high point This one is soft for the grade. Not my typical V4!,Description`Sit start on pockets and edges and climb up to high point This one is soft for the grade. Not my typical V4!
122532512,Location,In center of corridor wall,Location`In center of corridor wall
122532512,Protection,Pads,Protection`Pads
117114806,Description,"A classic sit start and slopey topout. Start in a crescent shaped hold and finish with perfect slopers. Short, but fun. #8 on the topo.","Description`A classic sit start and slopey topout. Start in a crescent shaped hold and finish with perfect slopers. Short, but fun. #8 on the topo."
120810891,Description,Stand start below the tall arete on flat foot jugs. Trudge up through moss to a jug below the arete. Use pockets and crimps on the arete and face holds to the left to climb up the arete and topout.,Description`Stand start below the tall arete on flat foot jugs. Trudge up through moss to a jug below the arete. Use pockets and crimps on the arete and face holds to the left to climb up the arete and topout.
120810891,Location,"From the main face of The Pit area, walk through the square 'doorway' and look immediately to the right. This line climbs up the tall mossy slab. There is a natural rock table about a pad's width way from this slab, so be sure not to fall onto it if you punt the crux. Purple on the topo.","Location`From the main face of The Pit area, walk through the square 'doorway' and look immediately to the right. This line climbs up the tall mossy slab. There is a natural rock table about a pad's width way from this slab, so be sure not to fall onto it if you punt the crux. Purple on the topo."
