year,film,category,winner,has_indicators,name,mpaa_rating,rating_imdb,rating_rtaudience,rating_rtcritic,release_date,format,genre_action,genre_adventure,genre_biography,genre_comedy,genre_crime,genre_drama,genre_family,genre_fantasy,genre_filmnoir,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_sci-fi,genre_sport,genre_thriller,genre_war,genre_western
1991,Forever Activists: Stories From The Veterans Of The Abraham Lincoln Brigade,DOCUMENTARY (Feature),0,TRUE,"Judith Montell, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Waldo Salt: A Screenwriter's Journey,DOCUMENTARY (Feature),0,TRUE,"Robert Hillmann and Eugene Corr, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Burning Down Tomorrow,DOCUMENTARY (Short Subject),0,TRUE,"Kit Thomas, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Chimps: So Like Us,DOCUMENTARY (Short Subject),0,TRUE,"Karen Goodman and Kirk Simon, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Days Of Waiting,DOCUMENTARY (Short Subject),1,TRUE,"Steven Okazaki, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Journey Into Life: The World Of The Unborn,DOCUMENTARY (Short Subject),0,TRUE,"Derek Bromhall, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Rose Kennedy: A Life To Remember,DOCUMENTARY (Short Subject),0,TRUE,"Freida Lee Mock and Terry Sanders, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Cyrano De Bergerac,INTERNATIONAL FEATURE FILM,0,TRUE,France,PG,7.6,91,100,1990-12-01,NA,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1991,Journey Of Hope,INTERNATIONAL FEATURE FILM,1,TRUE,Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Ju Dou,INTERNATIONAL FEATURE FILM,0,TRUE,People's Republic of China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,The Nasty Girl,INTERNATIONAL FEATURE FILM,0,TRUE,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Open Doors,INTERNATIONAL FEATURE FILM,0,TRUE,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Avalon,MUSIC (Original Score),0,TRUE,Randy Newman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Dances With Wolves,MUSIC (Original Score),1,TRUE,John Barry,PG-13,8,87,82,1990-11-21,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,Ghost,MUSIC (Original Score),0,TRUE,Maurice Jarre,PG-13,7,80,74,1990-07-13,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1991,Havana,MUSIC (Original Score),0,TRUE,David Grusin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Home Alone,MUSIC (Original Score),0,TRUE,John Williams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Awakenings,BEST PICTURE,0,TRUE,"Walter F. Parkes and Lawrence Lasker, Producers",PG-13,7.8,89,88,1991-01-11,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Dances With Wolves,BEST PICTURE,1,TRUE,"Jim Wilson and Kevin Costner, Producers",PG-13,8,87,82,1990-11-21,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,Ghost,BEST PICTURE,0,TRUE,"Lisa Weinstein, Producer",PG-13,7,80,74,1990-07-13,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1991,"The Godfather, Part Iii",BEST PICTURE,0,TRUE,"Francis Ford Coppola, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Good Fellas,BEST PICTURE,0,TRUE,"Irwin Winkler, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Creature Comforts,SHORT FILM (Animated),1,TRUE,Nick Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,A Grand Day Out,SHORT FILM (Animated),0,TRUE,Nick Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Grasshoppers (Cavallette),SHORT FILM (Animated),0,TRUE,Bruno Bozzetto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Bronx Cheers,SHORT FILM (Live Action),0,TRUE,"Raymond De Felitta, Matthew Gross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Dear Rosie,SHORT FILM (Live Action),0,TRUE,"Peter Cattaneo, Barnaby Thompson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,The Lunch Date,SHORT FILM (Live Action),1,TRUE,Adam Davidson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Senzeni Na? (What Have We Done?),SHORT FILM (Live Action),0,TRUE,"Bernard Joffa, Anthony E. Nicholas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,12:01 Pm,SHORT FILM (Live Action),0,TRUE,"Hillary Ripps, Jonathan Heap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Death On The Job,DOCUMENTARY (Feature),0,TRUE,"Vince DiPersio and William Guttentag, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Doing Time: Life Inside The Big House,DOCUMENTARY (Feature),0,TRUE,"Alan Raymond and Susan Raymond, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,In The Shadow Of The Stars,DOCUMENTARY (Feature),1,TRUE,"Allie Light and Irving Saraf, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,The Restless Conscience,DOCUMENTARY (Feature),0,TRUE,"Hava Kohav Beller, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Wild By Law,DOCUMENTARY (Feature),0,TRUE,"Lawrence Hott and Diane Garey, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Birdnesters Of Thailand (Aka 'Shadow Hunters'),DOCUMENTARY (Short Subject),0,TRUE,"Eric Valli and Alain Majani, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,"Deadly Deception: General Electric, Nuclear Weapons And Our Environment",DOCUMENTARY (Short Subject),1,TRUE,"Debra Chasnoff, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,A Little Vicious,DOCUMENTARY (Short Subject),0,TRUE,"Immy Humes, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,The Mark Of The Maker,DOCUMENTARY (Short Subject),0,TRUE,"David McGowan, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Memorial: Letters From American Soldiers,DOCUMENTARY (Short Subject),0,TRUE,"Bill Couturié and Bernard Edelman, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Children Of Nature,INTERNATIONAL FEATURE FILM,0,TRUE,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,The Elementary School,INTERNATIONAL FEATURE FILM,0,TRUE,Czechoslovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Mediterraneo,INTERNATIONAL FEATURE FILM,1,TRUE,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,The Ox,INTERNATIONAL FEATURE FILM,0,TRUE,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Raise The Red Lantern,INTERNATIONAL FEATURE FILM,0,TRUE,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Beauty And The Beast,MUSIC (Original Score),1,TRUE,Alan Menken,G,8,92,93,1991-11-22,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1992,Bugsy,MUSIC (Original Score),0,TRUE,Ennio Morricone,R,6.8,69,85,1991-12-20,NA,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,The Fisher King,MUSIC (Original Score),0,TRUE,George Fenton,R,7.6,86,82,1991-09-27,NA,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1992,Jfk,MUSIC (Original Score),0,TRUE,John Williams,R,8,88,84,1991-12-20,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1992,The Prince Of Tides,MUSIC (Original Score),0,TRUE,James Newton Howard,R,6.7,70,73,1991-12-25,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1992,Beauty And The Beast,BEST PICTURE,0,TRUE,"Don Hahn, Producer",G,8,92,93,1991-11-22,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1992,Bugsy,BEST PICTURE,0,TRUE,"Mark Johnson, Barry Levinson and Warren Beatty, Producers",R,6.8,69,85,1991-12-20,NA,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Jfk,BEST PICTURE,0,TRUE,"A. Kitman Ho and Oliver Stone, Producers",R,8,88,84,1991-12-20,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1992,The Prince Of Tides,BEST PICTURE,0,TRUE,"Barbra Streisand and Andrew Karsch, Producers",R,6.7,70,73,1991-12-25,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1992,The Silence Of The Lambs,BEST PICTURE,1,TRUE,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",R,8.6,95,95,1991-02-14,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1992,Blackfly,SHORT FILM (Animated),0,TRUE,Christopher Hinton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Manipulation,SHORT FILM (Animated),1,TRUE,Daniel Greaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Strings,SHORT FILM (Animated),0,TRUE,Wendy Tilby,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Birch Street Gym,SHORT FILM (Live Action),0,TRUE,"Stephen Kessler, Thomas R. Conroy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Last Breeze Of Summer,SHORT FILM (Live Action),0,TRUE,David M. Massey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Session Man,SHORT FILM (Live Action),1,TRUE,"Seth Winston, Rob Fried",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Backdraft,VISUAL EFFECTS,0,TRUE,"Mikael Salomon, Allen Hall, Clay Pinney, Scott Farrar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Hook,VISUAL EFFECTS,0,TRUE,"Eric Brevig, Harley Jessup, Mark Sullivan, Michael Lantieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Terminator 2: Judgment Day,VISUAL EFFECTS,1,TRUE,"Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Changing Our Minds: The Story Of Dr. Evelyn Hooker,DOCUMENTARY (Feature),0,TRUE,"David Haugland, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Fires Of Kuwait,DOCUMENTARY (Feature),0,TRUE,"Sally Dundas, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Liberators: Fighting On Two Fronts In World War Ii,DOCUMENTARY (Feature),0,TRUE,"William Miles and Nina Rosenblum, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Music For The Movies: Bernard Herrmann,DOCUMENTARY (Feature),0,TRUE,"Margaret Smilow and Roma Baran, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,The Panama Deception,DOCUMENTARY (Feature),1,TRUE,"Barbara Trent and David Kasper, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,At The Edge Of Conquest: The Journey Of Chief Wai-Wai,DOCUMENTARY (Short Subject),0,TRUE,"Geoffrey O'Connor, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Beyond Imagining: Margaret Anderson And The 'Little Review',DOCUMENTARY (Short Subject),0,TRUE,"Wendy L. Weinberg, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,The Colours Of My Father: A Portrait Of Sam Borenstein,DOCUMENTARY (Short Subject),0,TRUE,"Richard Elson and Sally Bochner, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Educating Peter,DOCUMENTARY (Short Subject),1,TRUE,"Thomas C. Goodwin and Gerardine Wurzburg, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,When Abortion Was Illegal: Untold Stories,DOCUMENTARY (Short Subject),0,TRUE,"Dorothy Fadiman, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Close To Eden,INTERNATIONAL FEATURE FILM,0,TRUE,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Daens,INTERNATIONAL FEATURE FILM,0,TRUE,Belgium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Indochine,INTERNATIONAL FEATURE FILM,1,TRUE,France,PG-13,7.1,84,71,1992-12-23,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,A Place In The World,INTERNATIONAL FEATURE FILM,0,TRUE,Uruguay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Schtonk!,INTERNATIONAL FEATURE FILM,0,TRUE,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Aladdin,MUSIC (Original Score),1,TRUE,Alan Menken,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Basic Instinct,MUSIC (Original Score),0,TRUE,Jerry Goldsmith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Chaplin,MUSIC (Original Score),0,TRUE,John Barry,PG-13,7.6,81,57,1993-01-08,NA,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Howards End,MUSIC (Original Score),0,TRUE,Richard Robbins,PG,7.5,82,92,1993-02-26,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,A River Runs Through It,MUSIC (Original Score),0,TRUE,Mark Isham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,The Crying Game,BEST PICTURE,0,TRUE,"Stephen Woolley, Producer",R,7.3,78,97,1993-02-19,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,A Few Good Men,BEST PICTURE,0,TRUE,"David Brown, Rob Reiner and Andrew Scheinman, Producers",R,7.6,89,81,1992-12-11,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1993,Howards End,BEST PICTURE,0,TRUE,"Ismail Merchant, Producer",PG,7.5,82,92,1993-02-26,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1993,Scent Of A Woman,BEST PICTURE,0,TRUE,"Martin Brest, Producer",R,8,92,88,1993-01-08,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Unforgiven,BEST PICTURE,1,TRUE,"Clint Eastwood, Producer",R,8.3,93,95,1992-08-07,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,Adam,SHORT FILM (Animated),0,TRUE,Peter Lord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Mona Lisa Descending A Staircase,SHORT FILM (Animated),1,TRUE,Joan C. Gratz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,"Reci, Reci, Reci... (Words, Words, Words)",SHORT FILM (Animated),0,TRUE,Michaela Pavlátová,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,The Sandman,SHORT FILM (Animated),0,TRUE,Paul Berry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Screen Play,SHORT FILM (Animated),0,TRUE,Barry J.C. Purves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Contact,SHORT FILM (Live Action),0,TRUE,"Jonathan Darby, Jana Sue Memel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Cruise Control,SHORT FILM (Live Action),0,TRUE,Matt Palmieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,The Lady In Waiting,SHORT FILM (Live Action),0,TRUE,Christian M. Taylor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Omnibus,SHORT FILM (Live Action),1,TRUE,Sam Karmann,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Swan Song,SHORT FILM (Live Action),0,TRUE,"Kenneth Branagh, David Parfitt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Alien 3,VISUAL EFFECTS,0,TRUE,"Richard Edlund, Alec Gillis, Tom Woodruff, Jr., George Gibbs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Batman Returns,VISUAL EFFECTS,0,TRUE,"Michael Fink, Craig Barron, John Bruno, Dennis Skotak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Death Becomes Her,VISUAL EFFECTS,1,TRUE,"Ken Ralston, Doug Chiang, Doug Smythe, Tom Woodruff, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,The Broadcast Tapes Of Dr. Peter,DOCUMENTARY (Feature),0,TRUE,"David Paperny, Arthur Ginsberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Children Of Fate,DOCUMENTARY (Feature),0,TRUE,"Susan Todd, Andrew Young",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,For Better Or For Worse,DOCUMENTARY (Feature),0,TRUE,"David Collier, Betsy Thompson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,I Am A Promise: The Children Of Stanton Elementary School,DOCUMENTARY (Feature),1,TRUE,"Susan Raymond, Alan Raymond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,The War Room,DOCUMENTARY (Feature),0,TRUE,"D.A. Pennebaker, Chris Hegedus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Blood Ties: The Life And Work Of Sally Mann,DOCUMENTARY (Short Subject),0,TRUE,"Steven Cantor, Peter Spirer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Chicks In White Satin,DOCUMENTARY (Short Subject),0,TRUE,"Elaine Holliman, Jason Schneider",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Defending Our Lives,DOCUMENTARY (Short Subject),1,TRUE,"Margaret Lazarus, Renner Wunderlich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Belle Epoque,INTERNATIONAL FEATURE FILM,1,TRUE,Spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Farewell My Concubine,INTERNATIONAL FEATURE FILM,0,TRUE,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Hedd Wyn,INTERNATIONAL FEATURE FILM,0,TRUE,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,The Scent Of Green Papaya,INTERNATIONAL FEATURE FILM,0,TRUE,Vietnam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,The Wedding Banquet,INTERNATIONAL FEATURE FILM,0,TRUE,Taiwan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
