route,location,url,avg_stars,route_type,rating,pitches,length,y,x
Dog Fight (a.k.a. Circa Man),Global Village > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107622069/dog-fight-aka-circa-man,2.8,Sport,5.10d,1,60,37.75161,-83.65731
Dream of a Bee,Torrent Falls (Limited Access) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107321345/dream-of-a-bee,2.3,Sport,5.8,1,50,37.71998,-83.66294
Cordelia,Torrent Falls (Limited Access) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107639451/cordelia,2.3,Sport,5.8,1,50,37.71998,-83.66294
Tourist Trap,Torrent Falls (Limited Access) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106937723/tourist-trap,2.8,Sport,5.9,1,80,37.71998,-83.66294
"Wadcutter AKA ""Gumby Killer""",Torrent Falls (Limited Access) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105870283/wadcutter-aka-gumby-killer,2.6,Sport,5.9+,1,50,37.71998,-83.66294
Rest Assured,Torrent Falls (Limited Access) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105893133/rest-assured,2.6,Sport,5.10a,1,60,37.71998,-83.66294
Reanimator,Torrent Falls (Limited Access) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106937715/reanimator,2.7,Sport,5.10b,1,70,37.71998,-83.66294
Family Values,Torrent Falls (Limited Access) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105893136/family-values,2.3,Sport,5.10c,1,70,37.71998,-83.66294
Poopie Head,Torrent Falls (Limited Access) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107387489/poopie-head,2.5,Sport,5.10c,1,42,37.71998,-83.66294
Stool Sample,Torrent Falls (Limited Access) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108060970/stool-sample,2.2,Sport,5.10c,1,45,37.71998,-83.66294
Last Resort,Torrent Falls (Limited Access) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126141278/last-resort,1,Sport,5.10c,1,60,37.71998,-83.66294
Spock's Pockets,Torrent Falls (Limited Access) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126777412/spocks-pockets,2,Sport,5.10+,1,30,37.71998,-83.66294
Pork and Bondage,Torrent Falls (Limited Access) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/122542030/pork-and-bondage,2.8,Sport,5.10d,1,75,37.71998,-83.66294
It's Alive,Torrent Falls (Limited Access) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/123441051/its-alive,2,Sport,5.10d,1,55,37.71998,-83.66294
Pocket Pussy,Torrent Falls (Limited Access) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106290243/pocket-pussy,2.8,Sport,5.10d,1,50,37.71998,-83.66294
Put Me In The Zoo,The Old Zoo (CLOSED) > The Zoo (CLOSED) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105918073/put-me-in-the-zoo,2.4,Sport,5.9+,1,70,37.73201,-83.66185
Chimp,The Old Zoo (CLOSED) > The Zoo (CLOSED) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105918086/chimp,2.5,Sport,5.10b,1,60,37.73201,-83.66185
One Brick Shy,The Old Zoo (CLOSED) > The Zoo (CLOSED) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105918096/one-brick-shy,2.7,Sport,5.10c,1,80,37.73201,-83.66185
Armadillo,The Old Zoo (CLOSED) > The Zoo (CLOSED) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105918082/armadillo,2.7,Sport,5.10d,1,70,37.73201,-83.66185
Jailbird,The Old Zoo (CLOSED) > The Zoo (CLOSED) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106129055/jailbird,2.4,Sport,5.10d,1,90,37.73201,-83.66185
Gunner,Bird Cage Sector (CLOSED) > The Zoo (CLOSED) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111219150/gunner,2.4,Sport,5.9+,1,75,37.73375,-83.66273
Botanical Gardens,Bird Cage Sector (CLOSED) > The Zoo (CLOSED) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111219181/botanical-gardens,3.5,Sport,5.10a,1,95,37.73375,-83.66273
Dirty Bird,Bird Cage Sector (CLOSED) > The Zoo (CLOSED) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111219168/dirty-bird,3,Sport,5.10b,1,60,37.73375,-83.66273
Here Comes the Beep Beep,Bird Cage Sector (CLOSED) > The Zoo (CLOSED) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112798255/here-comes-the-beep-beep,2.6,Sport,5.10b,1,70,37.73375,-83.66273
Lone Coyote,Bird Cage Sector (CLOSED) > The Zoo (CLOSED) > Natural Bridge Region > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111785547/lone-coyote,2,Sport,5.10c,1,75,37.73375,-83.66273
Palm Friction,Mt. Olive Rock > Southern Region Crags (Misc.) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/114524097/palm-friction,2.6,Sport,5.10a,1,65,37.62897,-83.7696
Spawn,Hellcat Crag > Southern Region Crags (Misc.) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/125377181/spawn,2.3,Sport,5.10b,1,45,37.62463,-83.66139
Hell Hole,Hellcat Crag > Southern Region Crags (Misc.) > Red River Gorge > Kentucky,https://www.mountainproject.com/route/125377279/hell-hole,2.8,Sport,5.10d,1,50,37.62463,-83.66139
Wampa,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126064665/wampa,2.4,Sport,5.8,1,42,37.71743,-83.63194
Pebble Wrestler,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126064970/pebble-wrestler,2.4,Sport,5.9-,1,30,37.71743,-83.63194
Harry,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126064577/harry,2.4,Sport,5.9,1,40,37.71743,-83.63194
The Hendersons,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126064610/the-hendersons,2.6,Sport,5.9,1,40,37.71743,-83.63194
Festina Lente,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126064987/festina-lente,2.2,Sport,5.9+,1,25,37.71743,-83.63194
Mellow Marmelade,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126632375/mellow-marmelade,1.2,Sport,5.9+,1,25,37.71743,-83.63194
Camp 4,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126502921/camp-4,2,Sport,5.9+,1,23,37.71743,-83.63194
Pepe,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/200262327/pepe,3,Sport,5.10a,1,40,37.71743,-83.63194
They're Out There,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126067917/theyre-out-there,2.5,Sport,5.10a,1,40,37.71743,-83.63194
Charred Oak,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126068515/charred-oak,2.4,Sport,5.10a,1,40,37.71743,-83.63194
C'MON KEENAN,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126064953/cmon-keenan,1.8,Sport,5.10b/c,1,40,37.71743,-83.63194
Go To Bed Jared,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126073959/go-to-bed-jared,3,Sport,5.10c,1,45,37.71743,-83.63194
Send Pickles!!,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126074672/send-pickles,2.6,Sport,5.10c,1,60,37.71743,-83.63194
Brain Fart,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126209373/brain-fart,2,Sport,5.10d,1,NA,37.71743,-83.63194
Minnesota  Bratwurst,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/127383164/minnesota-bratwurst,3,Sport,5.10d,1,45,37.71743,-83.63194
JR's Route,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126228815/jrs-route,2.2,Sport,5.10d,1,40,37.71743,-83.63194
Human Action,Ash Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/126209394/human-action,2.3,Sport,5.10d,1,NA,37.71743,-83.63194
