hex,rank,emoji,year,category,subcategory,name,source
\x{1F5A5 FE0F},917,🖥️,2014,Objects,computer,desktop computer,2021
\x{2692 FE0F},918,⚒️,2015,Objects,tool,hammer and pick,2021
\x{1F3CF},919,🏏,2015,Activities,sport,cricket game,2021
\x{1F4C0},920,📀,2010,Objects,computer,dvd,2021
\x{1F390},921,🎐,2010,Activities,event,wind chime,2021
\x{1F9A2},922,🦢,2018,Animals & Nature,animal-bird,swan,2021
\x{1F314},923,🌔,2010,Travel & Places,sky & weather,waxing gibbous moon,2021
\x{36 FE0F 20E3},924,6️⃣,2010,Symbols,keycap,keycap: 6,2021
\x{1F1E6 1F1F9},925,🇦🇹,2015,Flags,country-flag,flag: Austria,2021
\x{1F5FC},926,🗼,2010,Travel & Places,place-building,Tokyo tower,2021
\x{262F FE0F},927,☯️,2014,Symbols,religion,yin yang,2021
\x{1F312},928,🌒,2015,Travel & Places,sky & weather,waxing crescent moon,2021
\x{1F9DE},929,🧞,2017,People & Body,person-fantasy,genie,2021
\x{1F552},930,🕒,2010,Travel & Places,time,three o’clock,2021
\x{1F3B3},931,🎳,2010,Activities,sport,bowling,2021
\x{1F3A2},932,🎢,2010,Travel & Places,place-other,roller coaster,2021
\x{1F51F},933,🔟,2010,Symbols,keycap,keycap: 10,2021
\x{2194 FE0F},934,↔️,2010,Symbols,arrow,left-right arrow,2021
\x{1F468 200D 1F373},935,👨‍🍳,2016,People & Body,person-role,man cook,2021
\x{23EC},936,⏬,2010,Symbols,av-symbol,fast down button,2021
\x{1F9F5},937,🧵,2018,Activities,arts & crafts,thread,2021
\x{1F6B5},938,🚵,2015,People & Body,person-sport,person mountain biking,2021
\x{1F9D2},939,🧒,2017,People & Body,person,child,2021
\x{24C2 FE0F},940,Ⓜ️,2010,Symbols,alphanum,circled M,2021
\x{264C},941,♌,2010,Symbols,zodiac,Leo,2021
\x{1F469 200D 1F393},942,👩‍🎓,2016,People & Body,person-role,woman student,2021
\x{1F9EA},943,🧪,2018,Objects,science,test tube,2021
\x{1F695},944,🚕,2010,Travel & Places,transport-ground,taxi,2021
\x{1F3F3 FE0F},945,🏳️,2014,Flags,flag,white flag,2021
\x{1F1F9 1F1ED},946,🇹🇭,2015,Flags,country-flag,flag: Thailand,2021
\x{1F1FF 1F1E6},947,🇿🇦,2015,Flags,country-flag,flag: South Africa,2021
\x{2733 FE0F},948,✳️,2010,Symbols,other-symbol,eight-spoked asterisk,2021
\x{1F9FD},949,🧽,2018,Objects,household,sponge,2021
\x{1F468 200D 2764 FE0F 200D 1F48B 200D 1F468},950,👨‍❤️‍💋‍👨,2015,People & Body,family,"kiss: man, man",2021
\x{26F2},951,⛲,2010,Travel & Places,place-other,fountain,2021
\x{1F3E6},952,🏦,2010,Travel & Places,place-building,bank,2021
\x{1F1F8 1F1EA},953,🇸🇪,2015,Flags,country-flag,flag: Sweden,2021
\x{2622 FE0F},954,☢️,2015,Symbols,warning,radioactive,2021
\x{1F45A},955,👚,2010,Objects,clothing,woman’s clothes,2021
\x{1F4CB},956,📋,2010,Objects,office,clipboard,2021
\x{1F329 FE0F},957,🌩️,2014,Travel & Places,sky & weather,cloud with lightning,2021
\x{2652},958,♒,2010,Symbols,zodiac,Aquarius,2021
\x{1F318},959,🌘,2015,Travel & Places,sky & weather,waning crescent moon,2021
\x{1F417},960,🐗,2010,Animals & Nature,animal-mammal,boar,2021
\x{1F4E0},961,📠,2010,Objects,phone,fax machine,2021
\x{1F5F3 FE0F},962,🗳️,2014,Objects,mail,ballot box with ballot,2021
\x{1F93C},963,🤼,2016,People & Body,person-sport,people wrestling,2021
\x{303D FE0F},964,〽️,2010,Symbols,other-symbol,part alternation mark,2021
\x{1F469 200D 2695 FE0F},965,👩‍⚕️,2016,People & Body,person-role,woman health worker,2021
\x{1F1F7 1F1FA},966,🇷🇺,2010,Flags,country-flag,flag: Russia,2021
\x{264F},967,♏,2010,Symbols,zodiac,Scorpio,2021
\x{26F0 FE0F},968,⛰️,2014,Travel & Places,place-geographic,mountain,2021
\x{1F9F3},969,🧳,2018,Travel & Places,hotel,luggage,2021
\x{1F9F6},970,🧶,2018,Activities,arts & crafts,yarn,2021
\x{1F4E7},971,📧,2010,Objects,mail,e-mail,2021
\x{1F3C2},972,🏂,2010,People & Body,person-sport,snowboarder,2021
\x{1F1F5 1F1F9},973,🇵🇹,2015,Flags,country-flag,flag: Portugal,2021
\x{1F462},974,👢,2010,Objects,clothing,woman’s boot,2021
\x{1F945},975,🥅,2016,Activities,sport,goal net,2021
\x{1F359},976,🍙,2010,Food & Drink,food-asian,rice ball,2021
\x{1F17F FE0F},977,🅿️,2010,Symbols,alphanum,P button,2021
\x{264E},978,♎,2010,Symbols,zodiac,Libra,2021
\x{1F52F},979,🔯,2010,Symbols,religion,dotted six-pointed star,2021
\x{1F469 200D 2764 FE0F 200D 1F469},980,👩‍❤️‍👩,2015,People & Body,family,"couple with heart: woman, woman",2021
\x{1F93E},981,🤾,2016,People & Body,person-sport,person playing handball,2021
\x{1F6CB FE0F},982,🛋️,2014,Objects,household,couch and lamp,2021
\x{1F1F3 1F1EC},983,🇳🇬,2015,Flags,country-flag,flag: Nigeria,2021
\x{264D},984,♍,2010,Symbols,zodiac,Virgo,2021
\x{1F1F5 1F1F1},985,🇵🇱,2015,Flags,country-flag,flag: Poland,2021
\x{1F4EF},986,📯,2015,Objects,sound,postal horn,2021
\x{25C0 FE0F},987,◀️,2010,Symbols,av-symbol,reverse button,2021
\x{1F1E9 1F1FF},988,🇩🇿,2015,Flags,country-flag,flag: Algeria,2021
\x{1F313},989,🌓,2010,Travel & Places,sky & weather,first quarter moon,2021
\x{1F9FB},990,🧻,2018,Objects,household,roll of paper,2021
\x{1F1EE 1F1EA},991,🇮🇪,2015,Flags,country-flag,flag: Ireland,2021
\x{1F501},992,🔁,2015,Symbols,av-symbol,repeat button,2021
\x{39 FE0F 20E3},993,9️⃣,2010,Symbols,keycap,keycap: 9,2021
\x{1F3BD},994,🎽,2010,Activities,sport,running shirt,2021
\x{1F9E3},995,🧣,2017,Objects,clothing,scarf,2021
\x{1F468 200D 1F4BB},996,👨‍💻,2016,People & Body,person-role,man technologist,2021
\x{1F9D7},997,🧗,2017,People & Body,person-activity,person climbing,2021
\x{1F3B4},998,🎴,2010,Activities,game,flower playing cards,2021
\x{1F1F2 1F1E6},999,🇲🇦,2015,Flags,country-flag,flag: Morocco,2021
\x{2653},1000,♓,2010,Symbols,zodiac,Pisces,2021
\x{1F4D7},1001,📗,2010,Objects,book-paper,green book,2021
\x{262A FE0F},1002,☪️,2014,Symbols,religion,star and crescent,2021
\x{2712 FE0F},1003,✒️,2010,Objects,writing,black nib,2021
\x{1F46A},1004,👪,2010,People & Body,family,family,2021
\x{2754},1005,❔,2010,Symbols,punctuation,white question mark,2021
\x{1F51A},1006,🔚,2010,Symbols,arrow,END arrow,2021
\x{38 FE0F 20E3},1007,8️⃣,2010,Symbols,keycap,keycap: 8,2021
\x{1F4D9},1008,📙,2010,Objects,book-paper,orange book,2021
\x{2721 FE0F},1009,✡️,2014,Symbols,religion,star of David,2021
\x{1F9D5},1010,🧕,2017,People & Body,person-role,woman with headscarf,2021
\x{1F3D3},1011,🏓,2015,Activities,sport,ping pong,2021
\x{25AB FE0F},1012,▫️,2010,Symbols,geometric,white small square,2021
\x{2934 FE0F},1013,⤴️,2010,Symbols,arrow,right arrow curving up,2021
\x{2699 FE0F},1014,⚙️,2015,Objects,tool,gear,2021
\x{1F9F2},1015,🧲,2018,Objects,tool,magnet,2021
\x{1F4B9},1016,💹,2010,Objects,money,chart increasing with yen,2021
\x{1F4B7},1017,💷,2015,Objects,money,pound banknote,2021
\x{25FD},1018,◽,2010,Symbols,geometric,white medium-small square,2021
\x{1F4C3},1019,📃,2010,Objects,book-paper,page with curl,2021
\x{1F3E7},1020,🏧,2010,Symbols,transport-sign,ATM sign,2021
\x{1F1F1 1F1F7},1021,🇱🇷,2015,Flags,country-flag,flag: Liberia,2021
\x{1F959},1022,🥙,2016,Food & Drink,food-prepared,stuffed flatbread,2021
\x{27B0},1023,➰,2010,Symbols,other-symbol,curly loop,2021
\x{1F316},1024,🌖,2015,Travel & Places,sky & weather,waning gibbous moon,2021
\x{1F317},1025,🌗,2015,Travel & Places,sky & weather,last quarter moon,2021
\x{2139 FE0F},1026,ℹ️,2010,Symbols,alphanum,information,2021
\x{1F302},1027,🌂,2010,Travel & Places,sky & weather,closed umbrella,2021
\x{1F587 FE0F},1028,🖇️,2014,Objects,office,linked paperclips,2021
\x{1F3DF FE0F},1029,🏟️,2014,Travel & Places,place-building,stadium,2021
\x{1F509},1030,🔉,2015,Objects,sound,speaker medium volume,2021
\x{1F38C},1031,🎌,2010,Flags,flag,crossed flags,2021
\x{1F1EA 1F1E8},1032,🇪🇨,2015,Flags,country-flag,flag: Ecuador,2021
\x{1F4E4},1033,📤,2010,Objects,mail,outbox tray,2021
\x{1F39E FE0F},1034,🎞️,2014,Objects,light & video,film frames,2021
\x{1F004},1035,🀄,2010,Activities,game,mahjong red dragon,2021
\x{1F326 FE0F},1036,🌦️,2014,Travel & Places,sky & weather,sun behind rain cloud,2021
\x{1F52D},1037,🔭,2015,Objects,science,telescope,2021
\x{1F6B0},1038,🚰,2015,Symbols,transport-sign,potable water,2021
\x{1F9D1},1039,🧑,2017,People & Body,person,person,2021
\x{1F4D2},1040,📒,2010,Objects,book-paper,ledger,2021
\x{1F1EE 1F1F6},1041,🇮🇶,2015,Flags,country-flag,flag: Iraq,2021
\x{1F32B FE0F},1042,🌫️,2014,Travel & Places,sky & weather,fog,2021
\x{1F9E7},1043,🧧,2018,Activities,event,red envelope,2021
\x{1F98F},1044,🦏,2016,Animals & Nature,animal-mammal,rhinoceros,2021
\x{267F},1045,♿,2010,Symbols,transport-sign,wheelchair symbol,2021
\x{1F3BF},1046,🎿,2010,Activities,sport,skis,2021
\x{1F469 200D 1F3EB},1047,👩‍🏫,2016,People & Body,person-role,woman teacher,2021
\x{1F358},1048,🍘,2010,Food & Drink,food-asian,rice cracker,2021
\x{1F1EF 1F1F2},1049,🇯🇲,2015,Flags,country-flag,flag: Jamaica,2021
\x{23F1 FE0F},1050,⏱️,2015,Travel & Places,time,stopwatch,2021
\x{1F1F3 1F1F1},1051,🇳🇱,2015,Flags,country-flag,flag: Netherlands,2021
\x{1F396 FE0F},1052,🎖️,2014,Activities,award-medal,military medal,2021
\x{1F3EF},1053,🏯,2010,Travel & Places,place-building,Japanese castle,2021
\x{1F1EC 1F1F7},1054,🇬🇷,2015,Flags,country-flag,flag: Greece,2021
\x{1F532},1055,🔲,2010,Symbols,geometric,black square button,2021
\x{1F551},1056,🕑,2010,Travel & Places,time,two o’clock,2021
\x{1F1FE 1F1EA},1057,🇾🇪,2015,Flags,country-flag,flag: Yemen,2021
\x{1F961},1058,🥡,2017,Food & Drink,food-asian,takeout box,2021
\x{1F468 200D 2764 FE0F 200D 1F468},1059,👨‍❤️‍👨,2015,People & Body,family,"couple with heart: man, man",2021
\x{1F469 200D 1F9B0},1060,👩‍🦰,2018,People & Body,person,woman: red hair,2021
\x{1F4BA},1061,💺,2010,Travel & Places,transport-air,seat,2021
\x{1F1EA 1F1FA},1062,🇪🇺,2015,Flags,country-flag,flag: European Union,2021
\x{1F508},1063,🔈,2014,Objects,sound,speaker low volume,2021
\x{2651},1064,♑,2010,Symbols,zodiac,Capricorn,2021
\x{1F9F4},1065,🧴,2018,Objects,household,lotion bottle,2021
\x{1F96E},1066,🥮,2018,Food & Drink,food-asian,moon cake,2021
\x{1F527},1067,🔧,2010,Objects,tool,wrench,2021
\x{25FC FE0F},1068,◼️,2010,Symbols,geometric,black medium square,2021
\x{1F6EC},1069,🛬,2015,Travel & Places,transport-air,airplane arrival,2021
\x{1F5E8 FE0F},1070,🗨️,2015,Smileys & Emotion,emotion,left speech bubble,2021
\x{1F391},1071,🎑,2010,Activities,event,moon viewing ceremony,2021
\x{1F3F4 E0067 E0062 E0073 E0063 E0074 E007F},1072,🏴󠁧󠁢󠁳󠁣󠁴󠁿,2017,Flags,subdivision-flag,flag: Scotland,2021
\x{1F6A4},1073,🚤,2010,Travel & Places,transport-water,speedboat,2021
\x{1F4D0},1074,📐,2010,Objects,office,triangular ruler,2021
\x{1F39A FE0F},1075,🎚️,2014,Objects,music,level slider,2021
\x{1F4D3},1076,📓,2010,Objects,book-paper,notebook,2021
\x{1F1E7 1F1EA},1077,🇧🇪,2015,Flags,country-flag,flag: Belgium,2021
\x{1F1FA 1F1E6},1078,🇺🇦,2015,Flags,country-flag,flag: Ukraine,2021
\x{1F38F},1079,🎏,2010,Activities,event,carp streamer,2021
\x{1F3F7 FE0F},1080,🏷️,2014,Objects,book-paper,label,2021
\x{1F3D9 FE0F},1081,🏙️,2014,Travel & Places,place-other,cityscape,2021
\x{23EA},1082,⏪,2010,Symbols,av-symbol,fast reverse button,2021
\x{1F3EA},1083,🏪,2010,Travel & Places,place-building,convenience store,2021
\x{1F58D FE0F},1084,🖍️,2014,Objects,writing,crayon,2021
\x{2623 FE0F},1085,☣️,2015,Symbols,warning,biohazard,2021
\x{1F9DD},1086,🧝,2017,People & Body,person-fantasy,elf,2021
\x{1F1E8 1F1FA},1087,🇨🇺,2015,Flags,country-flag,flag: Cuba,2021
\x{1F686},1088,🚆,2015,Travel & Places,transport-ground,train,2021
\x{1F482},1089,💂,2010,People & Body,person-role,guard,2021
\x{1F9E5},1090,🧥,2017,Objects,clothing,coat,2021
\x{26D1 FE0F},1091,⛑️,2014,Objects,clothing,rescue worker’s helmet,2021
\x{1F6F6},1092,🛶,2016,Travel & Places,transport-water,canoe,2021
\x{1F515},1093,🔕,2015,Objects,sound,bell with slash,2021
\x{1F3F4 E0067 E0062 E0065 E006E E0067 E007F},1094,🏴󠁧󠁢󠁥󠁮󠁧󠁿,2017,Flags,subdivision-flag,flag: England,2021
\x{1F6F0 FE0F},1095,🛰️,2014,Travel & Places,transport-air,satellite,2021
\x{1F4FC},1096,📼,2010,Objects,light & video,videocassette,2021
\x{1F507},1097,🔇,2015,Objects,sound,muted speaker,2021
\x{1F3F8},1098,🏸,2015,Activities,sport,badminton,2021
\x{1F58A FE0F},1099,🖊️,2014,Objects,writing,pen,2021
\x{1F4BD},1100,💽,2010,Objects,computer,computer disk,2021
\x{1F1EC 1F1ED},1101,🇬🇭,2015,Flags,country-flag,flag: Ghana,2021
\x{1F9A1},1102,🦡,2018,Animals & Nature,animal-mammal,badger,2021
\x{1F301},1103,🌁,2010,Travel & Places,place-other,foggy,2021
\x{1F4D4},1104,📔,2010,Objects,book-paper,notebook with decorative cover,2021
\x{1F58B FE0F},1105,🖋️,2014,Objects,writing,fountain pen,2021
\x{1F684},1106,🚄,2010,Travel & Places,transport-ground,high-speed train,2021
\x{1F468 200D 2695 FE0F},1107,👨‍⚕️,2016,People & Body,person-role,man health worker,2021
\x{1F4F6},1108,📶,2010,Symbols,av-symbol,antenna bars,2021
\x{1F6BC},1109,🚼,2010,Symbols,transport-sign,baby symbol,2021
\x{1F526},1110,🔦,2010,Objects,light & video,flashlight,2021
\x{1F685},1111,🚅,2010,Travel & Places,transport-ground,bullet train,2021
\x{1F251},1112,🉑,2010,Symbols,alphanum,Japanese “acceptable” button,2021
\x{1F6E9 FE0F},1113,🛩️,2014,Travel & Places,transport-air,small airplane,2021
\x{1F9FE},1114,🧾,2018,Objects,money,receipt,2021
\x{1F469 200D 1F3A4},1115,👩‍🎤,2016,People & Body,person-role,woman singer,2021
\x{1F1E8 1F1ED},1116,🇨🇭,2015,Flags,country-flag,flag: Switzerland,2021
\x{1F6E2 FE0F},1117,🛢️,2014,Travel & Places,transport-ground,oil drum,2021
\x{26E9 FE0F},1118,⛩️,2014,Travel & Places,place-religious,shinto shrine,2021
\x{1F9ED},1119,🧭,2018,Travel & Places,place-map,compass,2021
\x{1F553},1120,🕓,2010,Travel & Places,time,four o’clock,2021
\x{1F696},1121,🚖,2015,Travel & Places,transport-ground,oncoming taxi,2021
\x{1F97D},1122,🥽,2018,Objects,clothing,goggles,2021
\x{1F4D1},1123,📑,2010,Objects,book-paper,bookmark tabs,2021
\x{1F468 200D 1F393},1124,👨‍🎓,2016,People & Body,person-role,man student,2021
\x{1F559},1125,🕙,2010,Travel & Places,time,ten o’clock,2021
\x{1F93D},1126,🤽,2016,People & Body,person-sport,person playing water polo,2021
\x{1F468 200D 1F469 200D 1F467 200D 1F466},1127,👨‍👩‍👧‍👦,2015,People & Body,family,"family: man, woman, girl, boy",2021
\x{1F469 200D 1F33E},1128,👩‍🌾,2016,People & Body,person-role,woman farmer,2021
\x{1F52C},1129,🔬,2015,Objects,science,microscope,2021
\x{1F6B8},1130,🚸,2015,Symbols,warning,children crossing,2021
\x{265F FE0F},1131,♟️,2018,Activities,game,chess pawn,2021
\x{1F3A6},1132,🎦,2010,Symbols,av-symbol,cinema,2021
\x{1F468 200D 1F3EB},1133,👨‍🏫,2016,People & Body,person-role,man teacher,2021
\x{1F1F1 1F1E7},1134,🇱🇧,2015,Flags,country-flag,flag: Lebanon,2021
\x{1F5FE},1135,🗾,2010,Travel & Places,place-map,map of Japan,2021
\x{1F53C},1136,🔼,2010,Symbols,av-symbol,upwards button,2021
\x{1F558},1137,🕘,2010,Travel & Places,time,nine o’clock,2021
\x{1F1E6 1F1F2},1138,🇦🇲,2015,Flags,country-flag,flag: Armenia,2021
\x{1F1E9 1F1F4},1139,🇩🇴,2015,Flags,country-flag,flag: Dominican Republic,2021
\x{1F461},1140,👡,2010,Objects,clothing,woman’s sandal,2021
\x{1F4C1},1141,📁,2010,Objects,office,file folder,2021
\x{1F325 FE0F},1142,🌥️,2014,Travel & Places,sky & weather,sun behind large cloud,2021
\x{1F68D},1143,🚍,2014,Travel & Places,transport-ground,oncoming bus,2021
\x{1F1F2 1F1FE},1144,🇲🇾,2015,Flags,country-flag,flag: Malaysia,2021
\x{23ED FE0F},1145,⏭️,2014,Symbols,av-symbol,next track button,2021
\x{1F960},1146,🥠,2017,Food & Drink,food-asian,fortune cookie,2021
\x{2196 FE0F},1147,↖️,2010,Symbols,arrow,up-left arrow,2021
\x{1F6A5},1148,🚥,2010,Travel & Places,transport-ground,horizontal traffic light,2021
\x{1F3EC},1149,🏬,2010,Travel & Places,place-building,department store,2021
\x{1F1EA 1F1E6},1150,🇪🇦,2015,Flags,country-flag,flag: Ceuta & Melilla,2021
\x{1F94D},1151,🥍,2018,Activities,sport,lacrosse,2021
\x{1F235},1152,🈵,2010,Symbols,alphanum,Japanese “no vacancy” button,2021
\x{25FB FE0F},1153,◻️,2010,Symbols,geometric,white medium square,2021
\x{1F1E8 1F1F5},1154,🇨🇵,2015,Flags,country-flag,flag: Clipperton Island,2021
\x{1F1FA 1F1FE},1155,🇺🇾,2015,Flags,country-flag,flag: Uruguay,2021
\x{1F55D},1156,🕝,2014,Travel & Places,time,two-thirty,2021
\x{1F522},1157,🔢,2010,Symbols,alphanum,input numbers,2021
\x{1F9EB},1158,🧫,2018,Objects,science,petri dish,2021
\x{1F3F4 E0067 E0062 E0077 E006C E0073 E007F},1159,🏴󠁧󠁢󠁷󠁬󠁳󠁿,2017,Flags,subdivision-flag,flag: Wales,2021
\x{1F6E5 FE0F},1160,🛥️,2014,Travel & Places,transport-water,motor boat,2021
\x{1F196},1161,🆖,2010,Symbols,alphanum,NG button,2021
\x{1F1E8 1F1EE},1162,🇨🇮,2015,Flags,country-flag,flag: Côte d’Ivoire,2021
\x{1F9EE},1163,🧮,2018,Objects,computer,abacus,2021
\x{1F5A8 FE0F},1164,🖨️,2014,Objects,computer,printer,2021
\x{1F6E0 FE0F},1165,🛠️,2014,Objects,tool,hammer and wrench,2021
\x{1F1E6 1F1F1},1166,🇦🇱,2015,Flags,country-flag,flag: Albania,2021
\x{1F469 200D 1F9B2},1167,👩‍🦲,2018,People & Body,person,woman: bald,2021
\x{1F97C},1168,🥼,2018,Objects,clothing,lab coat,2021
\x{2695 FE0F},1169,⚕️,2016,Symbols,other-symbol,medical symbol,2021
\x{27BF},1170,➿,2015,Symbols,other-symbol,double curly loop,2021
\x{1F1E7 1F1EC},1171,🇧🇬,2015,Flags,country-flag,flag: Bulgaria,2021
\x{1F936},1172,🤶,2016,People & Body,person-fantasy,Mrs. Claus,2021
\x{1F555},1173,🕕,2010,Travel & Places,time,six o’clock,2021
\x{1F3D1},1174,🏑,2015,Activities,sport,field hockey,2021
\x{1F468 200D 1F469 200D 1F466},1175,👨‍👩‍👦,2015,People & Body,family,"family: man, woman, boy",2021
\x{1F503},1176,🔃,2010,Symbols,arrow,clockwise vertical arrows,2021
\x{1F4F5},1177,📵,2015,Symbols,warning,no mobile phones,2021
\x{1F236},1178,🈶,2010,Symbols,alphanum,Japanese “not free of charge” button,2021
\x{1F94F},1179,🥏,2018,Activities,sport,flying disc,2021
\x{26F4 FE0F},1180,⛴️,2014,Travel & Places,transport-water,ferry,2021
\x{1F468 200D 1F33E},1181,👨‍🌾,2016,People & Body,person-role,man farmer,2021
\x{1F1E6 1F1FF},1182,🇦🇿,2015,Flags,country-flag,flag: Azerbaijan,2021
\x{1F4F3},1183,📳,2010,Symbols,av-symbol,vibration mode,2021
\x{23 FE0F 20E3},1184,#️⃣,2010,Symbols,keycap,keycap: #,2021
\x{1F191},1185,🆑,2010,Symbols,alphanum,CL button,2021
\x{26F8 FE0F},1186,⛸️,2014,Activities,sport,ice skate,2021
\x{1F4EB},1187,📫,2010,Objects,mail,closed mailbox with raised flag,2021
\x{1F556},1188,🕖,2010,Travel & Places,time,seven o’clock,2021
\x{1F1F8 1F1FB},1189,🇸🇻,2015,Flags,country-flag,flag: El Salvador,2021
\x{1F1F1 1F1FE},1190,🇱🇾,2015,Flags,country-flag,flag: Libya,2021
\x{1F1EB 1F1EE},1191,🇫🇮,2015,Flags,country-flag,flag: Finland,2021
\x{1F68B},1192,🚋,2015,Travel & Places,transport-ground,tram car,2021
\x{2626 FE0F},1193,☦️,2015,Symbols,religion,orthodox cross,2021
\x{1F1F5 1F1FE},1194,🇵🇾,2015,Flags,country-flag,flag: Paraguay,2021
\x{1F529},1195,🔩,2010,Objects,tool,nut and bolt,2021
\x{269B FE0F},1196,⚛️,2015,Symbols,religion,atom symbol,2021
\x{1F557},1197,🕗,2010,Travel & Places,time,eight o’clock,2021
\x{1F4C2},1198,📂,2010,Objects,office,open file folder,2021
\x{1F687},1199,🚇,2010,Travel & Places,transport-ground,metro,2021
\x{1F94C},1200,🥌,2017,Activities,sport,curling stone,2021
\x{1F469 200D 1F3A8},1201,👩‍🎨,2016,People & Body,person-role,woman artist,2021
\x{21AA FE0F},1202,↪️,2010,Symbols,arrow,left arrow curving right,2021
\x{1F1FB 1F1F3},1203,🇻🇳,2015,Flags,country-flag,flag: Vietnam,2021
\x{1F1E9 1F1F0},1204,🇩🇰,2015,Flags,country-flag,flag: Denmark,2021
\x{1F9F0},1205,🧰,2018,Objects,tool,toolbox,2021
\x{1F3DA FE0F},1206,🏚️,2014,Travel & Places,place-building,derelict house,2021
\x{2328 FE0F},1207,⌨️,2015,Objects,computer,keyboard,2021
\x{1F55A},1208,🕚,2010,Travel & Places,time,eleven o’clock,2021
\x{1F68F},1209,🚏,2010,Travel & Places,transport-ground,bus stop,2021
\x{1F9EF},1210,🧯,2018,Objects,household,fire extinguisher,2021
\x{1F1F9 1F1FC},1211,🇹🇼,2015,Flags,country-flag,flag: Taiwan,2021
\x{1F50F},1212,🔏,2010,Objects,lock,locked with pen,2021
\x{1F468 200D 1F469 200D 1F467},1213,👨‍👩‍👧,2015,People & Body,family,"family: man, woman, girl",2021
\x{1F9F7},1214,🧷,2018,Objects,household,safety pin,2021
\x{1F469 200D 1F52C},1215,👩‍🔬,2016,People & Body,person-role,woman scientist,2021
\x{1F1ED 1F1FA},1216,🇭🇺,2015,Flags,country-flag,flag: Hungary,2021
\x{1F1F3 1F1EE},1217,🇳🇮,2015,Flags,country-flag,flag: Nicaragua,2021
\x{1F6B7},1218,🚷,2015,Symbols,warning,no pedestrians,2021
\x{1F39B FE0F},1219,🎛️,2014,Objects,music,control knobs,2021
\x{1F68E},1220,🚎,2015,Travel & Places,transport-ground,trolleybus,2021
\x{1F689},1221,🚉,2010,Travel & Places,transport-ground,station,2021
\x{1F1E7 1F1F4},1222,🇧🇴,2015,Flags,country-flag,flag: Bolivia,2021
\x{1F1F2 1F1E8},1223,🇲🇨,2015,Flags,country-flag,flag: Monaco,2021
\x{1F18E},1224,🆎,2010,Symbols,alphanum,AB button (blood type),2021
\x{1F472},1225,👲,2010,People & Body,person-role,person with skullcap,2021
\x{1F554},1226,🕔,2010,Travel & Places,time,five o’clock,2021
\x{1F468 200D 1F9B3},1227,👨‍🦳,2018,People & Body,person,man: white hair,2021
\x{26B1 FE0F},1228,⚱️,2015,Objects,other-object,funeral urn,2021
\x{2A FE0F 20E3},1229,*️⃣,2015,Symbols,keycap,keycap: *,2021
\x{1F1F0 1F1FC},1230,🇰🇼,2015,Flags,country-flag,flag: Kuwait,2021
\x{1F4BE},1231,💾,2010,Objects,computer,floppy disk,2021
\x{1F1F6 1F1E6},1232,🇶🇦,2015,Flags,country-flag,flag: Qatar,2021
\x{2797},1233,➗,2010,Symbols,math,divide,2021
\x{1F5FA FE0F},1234,🗺️,2014,Travel & Places,place-map,world map,2021
\x{1F3FA},1235,🏺,2015,Food & Drink,dishware,amphora,2021
\x{1F54E},1236,🕎,2015,Symbols,religion,menorah,2021
\x{1F469 200D 1F9B1},1237,👩‍🦱,2018,People & Body,person,woman: curly hair,2021
\x{1F1EC 1F1F9},1238,🇬🇹,2015,Flags,country-flag,flag: Guatemala,2021
\x{1F469 200D 1F467},1239,👩‍👧,2016,People & Body,family,"family: woman, girl",2021
\x{1F1F3 1F1F4},1240,🇳🇴,2015,Flags,country-flag,flag: Norway,2021
\x{1F4B1},1241,💱,2010,Symbols,currency,currency exchange,2021
\x{1F6B3},1242,🚳,2015,Symbols,warning,no bicycles,2021
\x{1F1EC 1F1EA},1243,🇬🇪,2015,Flags,country-flag,flag: Georgia,2021
\x{1F579 FE0F},1244,🕹️,2014,Activities,game,joystick,2021
\x{1F6F3 FE0F},1245,🛳️,2014,Travel & Places,transport-water,passenger ship,2021
\x{1F469 200D 1F9B3},1246,👩‍🦳,2018,People & Body,person,woman: white hair,2021
\x{1F6BB},1247,🚻,2010,Symbols,transport-sign,restroom,2021
\x{1F1E7 1F1ED},1248,🇧🇭,2015,Flags,country-flag,flag: Bahrain,2021
\x{1F4DF},1249,📟,2010,Objects,phone,pager,2021
\x{1F250},1250,🉐,2010,Symbols,alphanum,Japanese “bargain” button,2021
\x{1F1E8 1F1F2},1251,🇨🇲,2015,Flags,country-flag,flag: Cameroon,2021
\x{1F239},1252,🈹,2010,Symbols,alphanum,Japanese “discount” button,2021
\x{1F1E8 1F1E9},1253,🇨🇩,2015,Flags,country-flag,flag: Congo - Kinshasa,2021
\x{1F1ED 1F1F9},1254,🇭🇹,2015,Flags,country-flag,flag: Haiti,2021
\x{1F97F},1255,🥿,2018,Objects,clothing,flat shoe,2021
\x{1F1ED 1F1F3},1256,🇭🇳,2015,Flags,country-flag,flag: Honduras,2021
\x{1F565},1257,🕥,2014,Travel & Places,time,ten-thirty,2021
\x{1F1F8 1F1EC},1258,🇸🇬,2015,Flags,country-flag,flag: Singapore,2021
\x{1F468 200D 1F3A4},1259,👨‍🎤,2016,People & Body,person-role,man singer,2021
\x{1F1F5 1F1E6},1260,🇵🇦,2015,Flags,country-flag,flag: Panama,2021
\x{1F1E8 1F1F7},1261,🇨🇷,2015,Flags,country-flag,flag: Costa Rica,2021
\x{23EB},1262,⏫,2010,Symbols,av-symbol,fast up button,2021
